название,производитель,ккал_100г,белки_100г,жиры_100г,углеводы_100г,единица,вес_единицы_г,порция_по_умолчанию_г,штрихкод,id,тип
100% pompelmo,Parmalat,40.0,0.0,0.0,10.0,,,,4601662000146,
молочный коктейль Parmalat,Parmalat,69.0,3.0,1.5,10.8,,,,4601662000696,
parmalat,Parmalat,87.0,4.1,3.0,11.0,,,,4601662007619,
ФерроГематоген,Фармстандарт,376.0,6.4,5.5,73.2,,,,4601669007728,
Сырный Чили Соус,Pikador,250.0,0.5,22.0,12.0,,,,4601674002374,
Томатный кетчуп,Heinz,110.0,1.0,0.1,25.0,,,,4601674008864,
HEINZ Томатный Кетчуп,Heinz,110.0,1.0,0.1,25.0,,,,4601674084714,
острый кетчуп,Heinz,110.0,1.0,0.1,25.0,,,,4601674085315,
Сырный Соус,Heinz,450.0,1.5,43.0,12.0,,,,4601674086268,
"Соус «Терияки""",Heinz,160.0,1.0,0.0,38.0,,,,4601674086329,
Брусничный соус для мяса,Heinz,210.0,0.1,0.1,52.0,,,,4601674086404,
Соус Для Цыпленка Чатни-Груша,Heinz,150.0,0.4,0.4,37.0,,,,4601674086428,
Тесто «Звёздное» слоеное бездрожжевое,Хлебный Дом,388.0,6.7,19.2,46.0,,,,4601686001518,
Звёздное тесто слоёное дрожжевое,Хлебный Дом,360.0,7.0,19.0,40.0,,,,4601686005936,
Ватрушка с творогом,Хлебозавод 28,380.0,7.0,16.0,50.0,,,,4601712004988,
Тульский пряник со сгущеным молоком смотка,Ясная поляна,380.0,7.0,8.0,69.0,,,,4601713001719,
Йогурт с черникой,Вкуснотеево,78.7,3.3,1.5,13.0,,,,4601751009395,
Йогурт с клубникой,Фруате,93.7,2.8,2.5,15.0,,,,4601751014559,
Фруате йогурт манго и маракуйей,,75.0,2.8,1.5,12.5,,,,4601751023124,
Йогурт с клубникой,Вкуснотеево,83.2,3.3,2.0,13.0,,,,4601751025852,
ЙОГУРТ ВКУСНОТЕЕВО ЧЕРНИКА,,83.2,3.3,2.0,13.0,,,,4601751025876,
"Масло сливочное традиционное 82,5%",Вкуснотеево,748.0,0.6,82.5,0.6,,,,4601751026057,
Творог 2%,Вкуснотеево,90.0,15.0,2.0,3.0,,,,4601751027924,
protein max,Молвест,62.5,10.4,0.8,3.3,,,,4601751028945,
Protein Max Со Вкусном Клубника-Личи,Молвест,69.6,12.5,0.6,3.5,,,,4601751028990,
Биойогурт,Царка,45.0,3.2,2.0,3.5,,,,4601761001754,
Мука пшеничная хлебопекарная высший сорт,Makfa,340.0,12.0,1.1,70.6,,,,4601780002565,
makaron Makfa,Makfa,342.0,12.0,1.3,70.5,,,,4601780007072,
Цельнозерновые макароны из цельного зерна с зародышем и клетчаткой,Makfa,365.0,15.5,1.4,72.7,,,,4601780013790,
Круассан с карамельной начинкой Черемушки,Черёмушки,380.0,6.5,22.0,40.0,,,,4601787005644,
Цлитка с кремом и изюмом,Черёмушки,320.0,6.5,10.0,52.0,,,,4601787008164,
Батон зерновой на ржаном солоде,Булочный цех,310.0,10.0,6.5,52.0,,,,4601787011102,
Дубайский круассан,Черёмушки,560.0,8.5,34.0,54.0,,,,4601787011232,
korolevskie Dumplingi kurica i ovoshi,Bingo,135.0,9.7,3.3,17.6,,,,4601870004295,
Цельнозерновые овсяные хлопья,Мистраль,370.7,13.5,6.1,61.2,,,,4601916006276,
Чечевица,Мистраль,328.0,24.5,1.2,55.1,,,,4601916006733,
Каша Овсяная Цельнозерновая Ананас И Земляника,Мистраль,144.0,4.3,3.1,24.7,,,,4601916007778,
Кефир 3.5% Светаево,Светаево,55.0,3.0,3.2,4.0,,,,4601936009929,
АРАБИКА кофе натуральный растворимый сублимированный,Арабика,396.6,14.4,15.4,40.2,,,,4601985002803,
Йогурт с ароматом лесных ягод,Бэрэкэтле,80.0,3.2,1.5,12.4,,,,4602009431777,
Щоколадный пломбир в вафельном стаканчике,Самокат,237.0,4.1,14.4,23.6,,,,4602014001095,
Молоко смущённое с сахаром варёное в вафельной трубочке,Свитлогорье,405.0,10.1,14.9,57.6,,,,4602014010929,
cvetlogorniya plombir,,245.0,3.8,14.4,25.0,,,,4602014019274,
Мороженое пломбир с арахисом и карамелью,Свитлогорье,342.0,4.6,23.8,27.3,,,,4602014021772,
Сырок С Изюмом,Свитлогорье,373.0,8.3,22.1,35.1,,,,4602014022991,
Соломка с маком,Жуковский хлеб,390.0,9.0,9.0,68.0,,,,4602038003594,
Звёздочки для супчика,BAISAD,340.0,10.5,1.0,71.5,,,,4602039000271,
Творог обезжиренный,SPAR,101.0,18.0,1.8,3.3,,,,4602048001047,
Творог обезжиренный,Светаево,89.7,18.0,0.5,3.3,,,,4602048004345,
Сливки 20%,ВкусВилл,205.2,2.5,20.0,3.8,,,,4602048011091,
"Перечня Икра ""Мухаммара"" с пшеничными лепешками",,238.6,5.9,13.5,26.1,,,,4602056987418,
Геркулес традиционный,Русский продукт,360.0,12.0,6.0,62.0,,,,4602112100393,
Геркулес быстрого приготовления,Русский продукт,362.0,12.0,6.0,62.0,,,,4602112100409,
Лисички в сливочном соусе,Московский картофель,550.0,5.5,37.0,48.0,,,,4602112212447,
Геркулес нежный,Русский продукт,362.0,12.0,6.0,62.0,,,,4602112503606,
Чипсы Белые Грибы В Сливочном Соусе,Московский картофель,570.0,5.5,40.0,46.0,,,,4602112515760,
Хлопья 4-х зерновые,Ярмарка,305.0,10.2,2.5,60.0,,,,4602248003711,
Кускус С Томатами,Ярмарка,360.0,13.0,1.0,75.0,,,,4602248008310,
"Яйца куриные пищевые столовые ""Экстра""",Роскар,150.0,13.0,11.0,0.0,,,,4602277000033,
Ролл Пшеничный,Русский Хлеб,235.0,7.6,0.8,49.2,,,,4602328004485,
Йогурт черничный,,86.1,2.8,2.1,14.0,,,,4602358001119,
Пломбир Ванильный в вафельном стаканчике,Коровка из Кореновки,250.0,3.5,15.0,25.0,,,,4602358003472,
Пломбир Крем-Брюле,Коровка из Кореновки,250.0,4.0,15.0,25.0,,,,4602358003663,
Plombir Korovka,Коровка из Кореновки,260.0,4.5,15.0,26.0,,,,4602358003670,
ЗДОРОВЫЙ РОЖОК КЛУБ.,Коровка,320.8,3.3,14.2,44.2,,,,4602358004745,
Йогурт термостатный 4%,Коровка из Кореновки,70.0,3.5,4.0,5.0,,,,4602358009559,
Лакомка,Корвка из Кореновки,340.0,3.5,26.0,22.0,,,,4602358009689,
Сырок творожный шоколадный,Коровка из Кореновки,400.0,11.0,27.0,28.0,,,,4602358010029,
Сырок творожный глазированный с хрустящими шариками,Коровка из Кореновки,440.0,11.0,30.0,31.0,,,,4602358010319,
Йогурт клубника,Ирбитский,109.7,2.9,2.5,18.9,,,,4602433000259,
"Йогурт Ирбитский черника 2,5%",Ирбитский молочный завод,91.0,2.8,2.5,14.4,,,,4602433001966,
Байкал энер,Baykal,45.0,0.0,0.0,11.0,,,,4602441025091,
Green milk almond,Green milk,70.0,0.5,2.0,12.0,,,,4602481809156,
Творожок Агуша яблоко банан,Агуша,103.0,7.3,3.9,9.7,,,,4602541005740,
Сметана,Пискаревская,159.8,2.6,15.0,3.6,,,,4602547001371,
Мармелад жевательный «Змеи XXL»,Fruittella,330.0,5.0,0.1,76.0,,,,4602606003728,marmelad-zhevatelnyy-zmei-xxl-fruit-tella
фрутела ассорти,Perfetti,400.0,1.0,7.0,83.0,,,,4602606010924,
fruitella звери микс,Fruittella,320.0,6.0,0.1,73.0,,,,4602606011570,fruitella-zveri-miks-frutella
фрутела крутой микс,Fruittella,330.0,7.5,0.2,71.0,,,,4602606012577,frutela-krutoy-miks-frutella
Мармелад Открой Космос Кислый,Fruittella,330.0,6.5,0.0,75.0,,,,4602606019071,
Страйпсы,Chupa Chups,360.0,2.5,1.5,83.0,,,,4602606020411,
Хлеб Бородинский Нарезной,Хлебный Дом,200.0,7.0,1.5,40.0,,,,4602701001230,
хлеб fazer стройный рецепт,Хлебный Дом,240.0,5.9,0.9,47.9,,,,4602701003975,
Зерновой хлеб «Геркулес»,Хлебный Дом,270.0,10.0,6.5,43.0,,,,4602701201517,
Хлеб зерновой заряд Хлебец с зернами и семенами подовый,Хлебный Дом,278.0,9.9,6.4,44.1,,,,4602701302689,
Хлеб С Кукурузой,Хлебный Дом,270.0,10.0,2.0,54.0,,,,4602701303471,
Кулич Праздничный,Арнаут,430.0,8.0,14.0,69.0,,,,4602977001620,
рулет яшкино со сгухой смотка,Яшкино,360.0,5.5,11.0,60.0,,,,4603290002882,
Французский крекер с кунжутом,Яшкино,480.0,7.5,22.0,62.0,,,,4603290003032,
Рулет яшкино клубника смотка,Яшкино,370.0,5.0,13.0,58.0,,,,4603290003285,
Крекер с кунжутом и семенами льна,Зерница,460.0,10.0,22.0,55.0,,,,4603290004619,
пиица с ветчиной и грибами,ЦЕЗАРЬ,250.0,9.5,13.0,23.0,,,,4603421358130,
Суп грибной с яйцом,Asian fusion,368.0,31.0,12.0,34.0,,,,4603552010693,
Вафли со сливочным ароматом,Clever,546.5,3.9,35.1,53.7,,,,4603593004187,
Сахар белый кристаллический,Европак,400.0,0.0,0.0,100.0,,,,4603720397533,
Йогурт Вишня Черешня,Азбука Вкуса,86.1,2.8,2.1,14.0,,,,4603727827668,
Йогурт Сливочный Клубника,Азбука Вкуса,119.0,2.8,7.0,11.2,,,,4603727827729,
Конфеты таблетированые Декстро4 с вишнёвый вкусом,Dextro4,380.0,0.0,0.0,95.0,,,,4603728875088,
"Мороженое ""Шоколадный Нью-Йорк""",ВкусВилл,267.3,3.6,17.7,23.4,,,,4603766346205,
"Йогурт ягодный обезжиренный ""Малина""",ВкусВилл,56.5,2.9,0.1,11.0,,,,4603767009819,
Йогурт «Греческий»,ВкусВилл,110.0,7.6,8.0,4.2,,,,4603767010143,
"Кефир 3,2%",Самокат,57.0,3.0,3.2,4.0,,,,4603767010327,
"Йогурт обезжиренный ""Вишня-черешня""",ВкусВилл,56.5,2.9,0.1,11.0,,,,4603767011409,
"Натуральный йогурт 1,5%",Самокат,44.0,3.2,1.5,4.4,,,,4603767012628,
протеиновая печенька кукис шоколад,Solvie,281.7,31.7,13.2,9.0,,,,4603789588194,
Паста Шоколадно-Ореховая,Cusine Royale,550.0,6.0,34.0,55.0,,,,4603825014205,
"""ЧЕРНИКА + ЛЮТЕИН С СЕЛЕНОМ БИОКОР""",Биокор,300.0,0.0,0.0,75.0,,,,4603907008702,
Питьевая вода,Святой источник,0.0,0.0,0.0,0.0,,,,4603934000793,
Chocolat,Русский шоколад,560.0,0.0,38.0,38.0,,,,4603955001830,
"Шоколад молочный ""Алёнка""",Красный Октябрь,540.0,7.0,32.0,56.0,,,,4603955002165,
"Масло подсолнечное рафинированное дезодорированное вымороженное, первый сорт",Миладора,899.0,0.0,99.9,0.0,,,,4604075031257,
Майонез на пепепелином яйце,Ricco,610.0,0.4,67.0,2.0,,,,4604075031769,
"Йогурт фруктовый «Лесные ягоды» 1,5%",Васькино счастье,70.7,3.3,1.5,11.0,,,,4604087002771,
Майонез Провансаль,Махеевъ,461.0,0.0,50.5,1.5,,,,4604248000349,
Горчица «Русская»,Махеевъ,196.0,7.5,9.5,20.0,,,,4604248003517,
Джем персик-манго махеев,Махеевъ,272.0,0.0,0.0,68.0,,,,4604248016159,
"Майонезный соус ""сметанный с грибами""",Махеевъ,461.0,0.0,50.5,1.5,,,,4604248018283,
Томатный кетчуп с натуральными специями,Махеевъ,86.0,1.3,0.0,20.2,,,,4604248020736,
Венские вафли со взбитыми сливками и аишней,Шарлиз,400.0,6.0,18.0,54.0,,,,4604386012273,
мяфли смотка,Акульчев,480.0,7.0,28.0,50.0,,,,4604386036477,
Вафли С Начинкой Вишня,Шариз,430.0,5.0,22.0,52.0,,,,4604921004909,
Мягкие Вафли С Карамелью,Шариз,435.0,5.0,23.0,52.0,,,,4604921004923,
Мясо Индеек:Бескостное мясо голени охлажденное,Пава-Пава,120.0,20.0,4.0,0.0,,,,4605025034526,
Черкизово карпаччо из индейки,Черкизово,150.0,34.0,2.0,0.0,,,,4605025038210,
Колбаса Варшавская полукопчёная,Черкизово,343.0,15.0,27.0,10.0,,,,4605025048271,
Кусочки Бедра Индейки В Маринаде,Пава-Пава,130.0,19.0,6.0,0.0,,,,4605025064639,
Шоколад молочный с начинкой «Степ» с лесным орехом,Славянка,490.0,8.0,26.0,55.0,,,,4605142052663,
Шоколад «особый» С Вафельной Крошкой,Кондитерская фабрика им. Н. К. Крупской,540.0,7.5,33.0,54.0,,,,4605142054124,
Чай чорний цейлонський байховий Грінфілд Голден Цейлон (Greenfield Golden Ceylon) в пакетиках для разової заварки,Greenfield,1.0,2.0,8.0,2.0,,,,4605246003523,
Summer Bouquet,Greenfield,0.0,0.0,0.0,0.0,,,,4605246004339,
"Tess Pleasure Black Tea, Rosesip, Apple",,1.0,0.1,0.0,0.0,,,,4605246005947,
Напиток кофейный растворимый ароматизированный Жокей 3 в 1 Крепкий (3 in 1 Strong),Жокей,420.0,2.5,9.0,83.0,,,,4605246012952,
"""Babkini"" Sunflower Seeds",Бабкины,642.9,14.3,46.4,32.1,,,,4605362006217,
обжаренаная килька,За Родину,138.0,7.5,7.0,12.0,,,,4605463008981,
Картофельное Пюре С Куриным Вкусом,Роллтон,350.0,6.0,7.5,65.0,,,,4605496000815,
биг бон курица,Big Bon,380.0,6.5,19.0,46.0,,,,4605496001461,
Лапша куриная по-домашнему,Роллтон,400.0,7.0,18.0,52.0,,,,4605496016687,
Лапша с говядиной по-домашнему,Роллтон,400.0,6.5,17.0,56.0,,,,4605496016700,
Пюре картофельное с сухариками и соус с жареной курицей,Big Bon,420.0,6.0,16.0,62.0,,,,4605496017561,
"Лапша Роллтон Сливочный, со вкусом 4 сыра",Роллтон,420.0,6.0,19.0,55.0,,,,4605496023654,
"Waffeln""Korowka""",Monolith,532.0,7.5,30.0,58.0,,,,4605504522728,
Йогурт черника-голубика,Вятушка,85.0,3.0,2.5,12.5,,,,4605523002171,
Кулич Донской,Золотой колобок,360.0,7.5,8.5,52.0,,,,4605538012219,
Салатные крабовые палочки,Русское море,91.0,5.6,1.3,14.2,,,,4605561012637,
Морская капуста салат Витаминный,Русское море,66.0,1.6,3.6,6.8,,,,4605561015621,
Чука,Руусское Море,190.0,2.4,15.6,9.6,,,,4605561015669,
йогурт фруттис клубника стакан 5%,Fruttis,120.0,2.2,5.0,16.0,,,,4605627006600,
Йогурт персик стакан 5%,Fruttis,98.9,5.0,2.1,15.0,,,,4605627006624,
Фруттис клубника земляника,Фруттс,110.9,2.4,2.5,13.7,,,,4605627006747,
Шоколадный Трюфель,Магнат,319.4,4.0,18.7,32.5,,,,4605922004615,
Луналёд С Мармеладом,Макс,115.0,0.5,0.0,27.3,,,,4605922033424,
Мороженое Фисташка Катаифи,Магнат,339.0,3.5,20.0,34.1,,,,4605922043188,
Эскимо В Шоколаде С Шариками,Магнат,340.0,4.4,20.0,34.5,,,,4605922048053,
Белёвский Зефир Антоновка,Шарлиз,320.0,1.0,0.0,79.0,,,,4606038071072,
Пастила Delibon клюква,Delibon,340.0,0.5,0.0,84.0,,,,4606038072031,
Печенье сдобное «Американо»,Шарлиз,480.0,5.5,24.0,60.0,,,,4606038076503,
Сладко-солёный Попкорн,Mix Bar,380.0,7.0,12.0,60.0,,,,4606038082009,
Смесь Сухофрукты и орехи,Красная цена,470.0,11.0,26.0,47.0,,,,4606038083440,
Пирожное DELIBON бисквитное с молочно-медовом кремом,Delibon,423.0,8.1,23.8,43.4,,,,4606038086229,
Бисквитное пирожное Delibon,Delibon,487.0,5.4,30.6,46.8,,,,4606038086236,
Наггетсы куриные Бон Меню,Бон Меню,221.0,10.4,9.4,23.7,,,,4606038096730,
Котлеты Филейные,Вернер,190.0,13.0,11.0,10.0,,,,4606038105302,
Сырники с изюмом Бон Меню,Бон Меню,234.0,10.0,10.0,23.6,,,,4606038107771,
Томаты маринованные,365 дней,30.0,0.5,0.0,6.5,,,,4606068011451,
Огурцы маринованные с натуральными пряностями,365 дней,18.4,0.0,0.0,4.6,,,,4606068018030,
Сливки 10%,Лента,120.0,2.6,10.0,4.0,,,,4606068022211,
Спагетти макаронные изделия,365 дней,344.0,10.4,1.1,71.5,,,,4606068176693,
Плавленый продукт с сыром сливочный,Емелин Владимир Павлович,232.0,1.5,14.0,25.0,,,,4606068252731,plavlenyy-produkt-s-syrom-slivochnyy-ip-emelin-vladimir-pavlovich
Шпик копчёный в нарезке,365 дней,877.0,1.0,97.0,0.0,,,,4606068291372,
Феттучини С Мясом Цыпленка,Лениа,125.0,6.0,6.5,10.5,,,,4606068513566,
Приправа для картофеля,365 дней,282.0,11.0,6.0,46.0,,,,4606068598365,
Укроп сушёный,365 дней,253.0,20.0,4.4,55.8,,,,4606068598389,
Творог Пластовой,Лента,96.0,18.0,1.2,3.3,,,,4606068788728,
Горошек зеленый,365 дней,30.0,2.5,0.0,5.0,,,,4606068909314,
nesquick,Nestlé,368.0,8.7,4.6,73.0,,,,4606272024070,
Пористый молочный и белый,«Россия» — щедрая душа!,540.0,6.8,30.0,59.0,,,,4606272037315,
Паэлья,4 Сезона,130.0,8.0,3.0,17.0,,,,4606338001199,
Йогурт Манго 2.7%,Хозяйство Васильевой А.В.,90.0,2.8,2.7,14.0,,,,4606379005743,
Сыр Хозяйство Васил.изюм,С Изюмом,154.0,13.8,4.3,15.0,,,,4606379007495,
Творог 5%,Хозяйство Васильевой А.В.,113.0,14.0,5.0,3.0,,,,4606379008355,
Суп харчо с мясом,Рузком,48.8,1.0,3.2,4.0,,,,4606411012159,
РУЗКОМ Каша гречневая с курицей,Рузком,166.0,6.8,8.5,15.5,,,,4606411041333,
Сметана сливочная 15%,Экомилк,160.0,2.6,15.0,3.6,,,,4606419021047,
Масло сливочное Эко милк,,750.0,0.6,82.5,0.8,,,,4606419022471,
сыр творожный,Экомилк,240.0,6.2,22.0,3.0,,,,4606419025199,
творог 5%,EcoMilk,120.0,16.0,5.0,3.5,,,,4606419026400,
Caramel pudding,Ehrmann,80.0,10.0,1.5,6.4,,,,4606779203503,
Коктейль Молочный Ультрапастеризованный,Hyper,55.0,8.0,0.5,4.9,,,,4606779301407,
Hight Protein Caffe Latte cocktail,Hyper,55.0,8.0,0.4,5.1,,,,4606779301605,
Алпенланд йогурт с персиком и маракуйей,Ehrmann,75.0,2.4,0.3,15.9,,,,4606779450501,
Эрмигурт Пудинг ванильный,Ehrmann,105.8,2.7,3.0,17.0,,,,4606779608100,
Эрмигурт Пудинг карамельный,Ehrmann,109.4,2.7,3.0,17.9,,,,4606779608209,
Эрмигурт Пудинг Шоколадный,Ehrmann,116.4,2.9,3.2,19.0,,,,4606779608308,
Эрмигурт Пудинг со вкусом ореха,Ehrmann,110.2,2.7,3.0,18.1,,,,4606779608506,
Ермигут Питьевой персик-маракуйя,Ehrman,71.6,2.2,1.2,13.0,,,,4606779682506,
"Эрмигурт 7,5 % тропические фрукты",Ehrmann,142.7,1.9,7.5,16.9,,,,4606779684005,
Grand Dessert Vanille,Ehrmann,117.9,2.6,4.7,16.3,,,,4606779743108,
Epica йогурт натуральный состав без сахара,Epica,100.0,7.0,6.0,4.2,,,,4606779762109,
эпика,,120.0,5.7,4.8,13.4,,,,4606779762208,
Йогурт с ананасом,Epica,120.0,5.7,4.8,13.6,,,,4606779762307,
Йогурт манго семена чиа,Epica,120.0,5.8,5.0,13.9,,,,4606779762802,
Йогурт,Epica,120.0,5.7,4.8,13.4,,,,4606779763106,yogurt-epica-persik-marakuyya
лёгкий йогурт SIMPLE,Epica,65.0,4.5,1.2,9.0,,,,4606779764806,
"Йогурт с киви и фейхоа ""EPICA""",Epica,120.0,5.7,4.8,13.0,,,,4606779766701,
молочный коктейль GRAND COCKTAIL,Ehrmann,100.0,4.0,2.8,13.8,,,,4606779767104,
Йогурт питьевой Epica,Epica,55.0,4.0,2.9,3.7,,,,4606779771200,
Epica манго,Epica,80.0,3.4,2.5,10.9,,,,4606779771309,
"Клубника, маракуйя",Epica,32.7,3.4,2.5,12.0,,,,4606779771606,
йогурт маракуйя мангостин,Epica,30.8,1.3,1.0,4.4,,,,4606779772009,
йогурт натуральный состав манго,Epica,85.0,4.0,2.5,11.3,,,,4606779772207,
Epica без сахара,Эрманн,60.0,4.7,2.9,3.8,,,,4606779772504,
йогурт натуральный состав малина-базилик,Epica,85.0,4.0,2.5,12.0,,,,4606779782305,
Пудинг молочный «High Protein» со вкусом шоколада,Ehrmann,80.0,10.0,1.5,6.0,,,,4606779910609,
йогурт,,70.0,3.3,2.5,8.8,,,,4606779920707,
Йогурт ALPENLAND с ананасом,ALPENLAND,75.0,2.4,0.3,16.0,,,,4606779970603,
эрмигурт молочный,Ehrmann,90.0,2.8,2.5,13.8,,,,4606779972706,
Стрипсы Замороженные,Бургер Кинг,165.9,13.8,4.7,17.1,,,,4606993000674,
Сырные Медальоны Замороженные,Бургер Кинг,287.8,7.5,13.0,35.2,,,,4606993000742,,ресторан
Торт Тирамису,Baker House,360.0,4.0,12.0,58.0,,,,4607001415718,
Приник Сан-Банэ,Slakon,357.0,4.7,5.5,73.6,,,,4607001473848,
Цикорий растворимый порошкообразный,,312.0,4.0,0.2,65.0,,,,4607001837558,cikoriy-rastvorimyy-poroshkoobraznyy-ooo
Спирали,Щебекенские,350.0,13.0,1.5,72.0,,,,4607001850106,
Митёк пластовой творог 9%,,157.0,16.0,9.0,3.0,,,,4607001870944,
Начос с нежнейшим сыром,Delicados,470.0,6.5,22.5,57.0,,,,4607003120917,
Чипсы кукурузные «Начос» с кусочками оливок и паприкой,Delicados,460.0,6.5,23.0,54.0,,,,4607003121549,
Горчица дижонская,UniDan,160.0,7.0,12.0,6.0,,,,4607003261269,
Горчица «Французская»,Маркет,141.0,7.5,8.6,8.4,,,,4607003264246,
Творог 9% Пачка Светаево,Светаево,160.0,16.0,9.0,3.0,,,,4607003723446,
Творог рассыпчатый 9% пакет Светаево,Светаево,160.0,16.0,9.0,3.0,,,,4607003723453,
Печенье Овсяное С Кусочками Шоколада,Полёт,437.5,10.0,17.5,62.5,,,,4607003861797,
Печенье овсяное «Искусство жить» со злаками на мальтите,Полёт,419.0,6.2,19.7,61.7,,,,4607003861872,
Масса Творожная С Соленой Карамелью И Арахисом,ВкусВилл,212.4,8.0,12.0,18.1,,,,4607004013799,
Творожная Масса Манго-маракуйя,Tvorogi,155.0,11.0,3.5,20.0,,,,4607004013836,
Плавленый сыр Hochland/Хохланд,Hochland,283.0,14.6,23.0,4.3,,,,4607004890086,
Хохланд сливочный,Hochland,291.0,9.8,25.8,4.8,,,,4607004890147,
Сыр творожный Hochland сливочный,Hochland,238.0,6.1,22.2,3.5,,,,4607004891694,
"Тёмный шоколад ""десертный"" с лесным орехом и изюмом",Победа вкуса,480.0,6.5,28.0,51.0,,,,4607005400567,
pobeda 36%,Победа,470.0,11.0,16.0,36.0,,,,4607005408136,
Масло сливочное крестьянское,Княгинское Молоко,662.0,1.0,72.5,1.4,,,,4607006113428,
Мороженое Творожное,ВкусВилл,308.6,5.7,20.6,25.1,,,,4607008055832,
Йогурт из Талицы,Талицкое молоко,85.0,2.8,3.0,11.8,,,,4607009781334,
Салат из морской капусты,Балтийский берег,60.0,1.0,5.0,1.5,,,,4607010730727,
Кириешки «ветчина с сыром»,Кириешки,390.0,10.5,10.0,64.0,,,,4607010740078,
Кириешки салями,KDV,390.0,10.0,10.0,64.0,,,,4607010740191,
Кириешки «холодец с хреном»,Кириешки,380.0,10.0,10.0,63.0,,,,4607010742027,
Кириешки Max «охотничьи колбаски»,Кириешки,410.0,11.0,8.5,73.0,,,,4607010748616,
Печенье овсяное классическое,Посиделкино,440.0,6.0,15.0,70.0,,,,4607011262302,
"Кефир ""Белые росы"" 3,2%",Алапаевский молочный комбинат,57.0,3.0,3.2,4.0,,,,4607011840142,
Биойогурт фруктово-ягодный 2% Чернослив-орехи-мюсли,Радостино,80.4,2.8,2.0,12.8,,,,4607012273987,
Йогурт Натуральный с ягодами Вишня Черешня,Радостино,80.4,2.8,2.0,12.8,,,,4607012274274,
Био-Йогурт Северные ягоды,Радостино,80.4,2.8,2.0,12.8,,,,4607012274281,
Биойогурт фруктово-ягодный с массовой долей жира 2% Персик-абрикос-злаки,Радостино,80.4,2.8,2.0,12.8,,,,4607012274311,
Семечки/Sunflower seeds,Мартин,578.0,20.7,52.9,5.0,,,,4607012350992,
Sonnenblumenkerne Ot Martina Geröstet,,654.0,26.6,57.5,3.7,,,,4607012351005,
Viva,От Мартина,578.0,20.7,52.9,5.0,,,,4607012351951,
Семечки с солью,Мегапапа,320.0,15.0,27.0,3.5,,,,4607012354181,
Хлеб Олимпийское Здоровье Зерновой,Покровский Хлеб,241.0,8.0,0.5,49.5,,,,4607012376466,
Заменитель сахара (Подсластители Новасвит),Novasweet,0.0,0.0,0.0,0.0,,,,4607013790216,
Батончик фруктово ореховый,Зелёная линия,340.0,7.0,12.0,49.0,,,,4607013794733,
ЯШКИНО ВАФЛИ СЛИВОЧНЫЕ,Яшкино,540.0,4.5,30.0,62.0,,,,4607015232585,
ЯШКИНО Вафли шоколадные,Яшкино,540.0,6.0,31.0,60.0,,,,4607015232653,
Яшкино вафли с варёной сгущёнкой,Яшкино,520.0,5.0,28.0,62.0,,,,4607015232677,
глазированные вафли,Яшкино,530.0,5.0,31.0,57.0,,,,4607015232868,
"Печенье сдобное ""овсянное""",КДВ Воронеж,450.0,5.5,18.0,67.0,,,,4607015234398,pechene-sdobnoe-ovsyannoe-ooo-kdv-voronezh
ЯШКИНО ВАФЛИ ГЛАЗИРОВАННЫЕ С ОРЕШКАММ,Яшкино,530.0,6.0,32.0,55.0,,,,4607015234497,
Печенье яшкино с апельсином,Яшкино,380.0,3.5,9.0,70.0,,,,4607015235760,
яшкино печенье с вишней смотка,Яшкино,380.0,3.5,9.0,70.0,,,,4607015235777,
яшкино,Яшкино,430.0,6.5,21.0,53.0,,,,4607015236309,
Булочка с абрикосовой начинкой,Дарница,300.0,5.5,6.0,57.0,,,,4607015738971,
Buckwheat,Увелка,340.0,13.0,2.5,61.0,,,,4607016240893,
Пшено шлифованное,Увелка,350.0,12.5,2.5,65.0,,,,4607016240930,
Крупа перловая,Увелка,310.0,10.0,1.0,61.0,,,,4607016241104,
Гречка экстра,Увелка,358.0,13.0,2.0,72.0,,,,4607016243276,
пшеничная крупа,Уьелка,346.0,12.0,1.0,70.0,,,,4607016245461,
Гречневая крупа,Увелка,460.0,13.0,2.0,72.0,,,,4607016245485,
Овсяные хлопья питательные,Увелка,380.0,12.0,6.5,66.0,,,,4607016245966,
Sweet Russian bagels Kray Karavay,,350.0,8.5,8.0,60.0,,,,4607017922569,
Active Energy с соком граната и малины,,75.0,8.7,0.5,9.0,,,,4607018308348,
"Высокобелковый кисломолочный коктейль с соком апельсина и ананаса, со вкусом манго и маракуйи «Тропический Микс»",Active Energy,76.5,8.7,0.5,9.3,,,,4607018308355,
Active Energy «Манго + Маракуйя»,,75.0,8.7,0.5,9.0,,,,4607018308362,
Gym gym - Raspberries,Rex,303.1,33.0,10.0,23.0,,,,4607018912422,
Вафли Royal cake на сорбите с какао,,502.0,7.2,34.5,40.6,,,,4607018915249,
"Пирожное протеиновое ""брауни"" банановое с коллагеном",protein REX,370.0,12.0,25.0,18.0,,,,4607018917649,
Brownie Вишня,Rex,385.0,12.0,28.0,18.0,,,,4607018917663,
Пирожное протеиновое Блонди малина,Rex,416.0,13.0,28.0,26.0,,,,4607018919407,
Пломбир В Рожке «клубника»,ВкусВилл,278.1,4.2,14.5,32.8,,,,4607020926424,
Кулич От Палыча,У Палыча,376.0,4.4,16.1,53.4,,,,4607021750943,
Буррата со вкусом песто,Galbani,222.0,12.0,18.0,3.0,,,,4607022663587,
